{'username': 'Max_belevcov', 'id': 1001516439, 'access_hash': -4747691437423752024, 'name': 'Maks'}
{'username': '', 'id': 1002716241, 'access_hash': -3960100099921374886, 'name': 'P_r_o_c_t_o'}   Не корректное имя user
{'username': 'wtozaq', 'id': 1037856434, 'access_hash': 4580027574720203842, 'name': 'wtozaq'}
{'username': 'xKirill9', 'id': 1041850476, 'access_hash': 5768859759643701121, 'name': 'Kirill'}
{'username': 'Odndo3939', 'id': 1051700431, 'access_hash': -1154123634623164092, 'name': ')))))'}   Превышен лимит у user каналов / супергрупп.
{'username': 'Minato_hf', 'id': 1066019260, 'access_hash': -3034121508222779307, 'name': '𝕄𝕀ℕ𝔸𝕋𝕆'}
{'username': 'softnura', 'id': 1088279283, 'access_hash': 715693867929482845, 'name': 'nyuta'}
{'username': 'Vladameri', 'id': 1117260131, 'access_hash': 7164799673977235042, 'name': 'Макс'}
{'username': 'vastergg', 'id': 1120682797, 'access_hash': 3793607320575679667, 'name': '✓'}
{'username': '', 'id': 1134348570, 'access_hash': 425489779405216199, 'name': 'anyswuq'}   Не корректное имя user
{'username': 'Dan_4kk1', 'id': 1146215959, 'access_hash': -6821135237443272167, 'name': 'Dan_4kk1'}
{'username': 'ananaaaaassssssssss', 'id': 1155385252, 'access_hash': -7513808524534051271, 'name': 'Аня🦋✨'}
{'username': 'hulinaddo', 'id': 1173671893, 'access_hash': 2636845965777656295, 'name': '✌🏻 🖤'}   Превышен лимит у user каналов / супергрупп.
{'username': '', 'id': 1178337801, 'access_hash': 601724216984189531, 'name': 'xVeki'}   Не корректное имя user
{'username': 'Zreliykaras', 'id': 1205238850, 'access_hash': -7710550409378675141, 'name': '...'}
{'username': 'Mangobroo', 'id': 1266791952, 'access_hash': -6708141394347183653, 'name': 'ㅤㅤㅤ ㅤㅤ◡̈⃝ 𓆏 𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯𑲯 ݆݆݆݆݆݆݆݆݆݆݆݆݆݆݆݆݆݆݆݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅݅'}   Превышен лимит у user каналов / супергрупп.
{'username': 'xcxvad', 'id': 1269255583, 'access_hash': -1718471793917234473, 'name': 'zxcfsggsd'}
{'username': 'Evelina51', 'id': 1270725411, 'access_hash': 2995692315549858914, 'name': 'Эвелинка✌️💗'}
{'username': 'Mrg_qp', 'id': 1279581437, 'access_hash': 163961327680984396, 'name': '♡︎'}   Превышен лимит у user каналов / супергрупп.
{'username': '', 'id': 1310913985, 'access_hash': -6241200919899034250, 'name': 'Пікачу'}   Не корректное имя user
{'username': '', 'id': 1320311822, 'access_hash': -4001831541918805679, 'name': 'Юля Логвинова'}   Не корректное имя user
{'username': 'Bdus4', 'id': 1329667341, 'access_hash': -6058143018401510726, 'name': 'Alex'}   Превышен лимит у user каналов / супергрупп.
{'username': 'umpa_lumpa13', 'id': 1345761413, 'access_hash': 6207817191540955025, 'name': '_lo_lli_'}
{'username': 'nastysfreel', 'id': 1402416313, 'access_hash': -1002124108127695194, 'name': 'швьюкть♡'}
{'username': 'faaaairyyy', 'id': 1409605641, 'access_hash': -9193879276809487019, 'name': 'moonshine'}
{'username': 'Varya_strv', 'id': 1411681570, 'access_hash': -2394751200800072592, 'name': 'Varya_murrr Varya_murrrrr'}
{'username': 'zopka_bobraa', 'id': 1420266391, 'access_hash': 2495793139093998037, 'name': '♡︎'}
{'username': 'kkiittyy_3', 'id': 1430818466, 'access_hash': -1506764448198522896, 'name': 'амалька'}
{'username': 'Jojobiter', 'id': 1431250825, 'access_hash': -963244206740307453, 'name': 'Ягами Лайт'}
{'username': '', 'id': 1452780189, 'access_hash': 5338952711494875390, 'name': 'Друг'}   Не корректное имя user
{'username': 'an_chelovek', 'id': 1539587323, 'access_hash': -5241311112842524717, 'name': 'Анонимный Человек'}
{'username': 'Naboychenko08', 'id': 1571278704, 'access_hash': -3358177873135656559, 'name': 'Настя🇺🇦💗'}
{'username': 'nnngggyyy', 'id': 1604570471, 'access_hash': 2674520022213224812, 'name': '2.a1i_16'}
{'username': 'A999_Angel_666Ai', 'id': 1609829048, 'access_hash': -2690261347234477302, 'name': '😈☁️ 𝖌𝖎𝖗𝖑 𝖜𝖎𝖙𝖍 𝖈𝖍𝖆𝖗𝖆𝖈𝖙𝖊𝖗☁️😈'}
{'username': 'zxcursedic1', 'id': 1610056285, 'access_hash': -4160166576861303853, 'name': 'курседик крашик'}
{'username': 'sofixwwq', 'id': 1621936671, 'access_hash': -9195172471601775733, 'name': 'Ежик'}
{'username': 'ooo_2222', 'id': 1629600738, 'access_hash': -6464617464074746042, 'name': 'что я ?'}
{'username': 'Jamilla_rita', 'id': 1634690397, 'access_hash': -2005862243990028155, 'name': '@Джамиля'}
{'username': '', 'id': 1649900883, 'access_hash': -8616062403267793753, 'name': 'лиз'}   Не корректное имя user
{'username': '', 'id': 1673327824, 'access_hash': 8231943422355680884, 'name': '123'}   Не корректное имя user
{'username': 'nikmiknik', 'id': 1707261643, 'access_hash': 3018971184038707273, 'name': 'Мишаня'}
{'username': 'lschdbgj', 'id': 1709643853, 'access_hash': 219721070290891132, 'name': '~♡~'}
{'username': 'vorzakones01', 'id': 1738988098, 'access_hash': 4863249067378140577, 'name': '☪️ 𝕊𝓐𝔅𝐼𝕽'}
{'username': 'sekret_1717', 'id': 1740659540, 'access_hash': -7893636285837686221, 'name': 'ℜ𝔞𝔳𝔰𝔥𝔞𝔫'}   Превышен лимит у user каналов / супергрупп.
{'username': 'Tima_20306', 'id': 1745947328, 'access_hash': 7590585668606637630, 'name': 'Тима'}
{'username': '', 'id': 1764694397, 'access_hash': -7220261807248582114, 'name': '♡Зайка♡'}   Не корректное имя user
{'username': '', 'id': 1789217883, 'access_hash': -2469432461556442496, 'name': 'Vика'}   Не корректное имя user
{'username': 'Mumllllll', 'id': 1799661683, 'access_hash': 8929339689287258748, 'name': 'Лл'}
{'username': '', 'id': 1810873555, 'access_hash': -492248406461801420, 'name': '.'}   Не корректное имя user
{'username': 'znakomtesetostepan', 'id': 1828218805, 'access_hash': -7300941945498871553, 'name': 'Степан Пантера'}
{'username': 'dic7778', 'id': 1856528215, 'access_hash': -79684201570941344, 'name': 'Den G'}
{'username': 'Sqturrn', 'id': 1860116270, 'access_hash': 2094850332473158019, 'name': 'Saturn🇺🇦'}
{'username': '', 'id': 1867715237, 'access_hash': -8438540509669800005, 'name': '花が欲しいですか？'}   Не корректное имя user
{'username': '', 'id': 1888197619, 'access_hash': -1197376319538160443, 'name': '....'}   Не корректное имя user
{'username': 'polkamefa_16', 'id': 1904244824, 'access_hash': -1317861135131638522, 'name': '.'}
{'username': '', 'id': 1913501287, 'access_hash': -1414317343777125770, 'name': 'New Caberne'}   Не корректное имя user
{'username': '', 'id': 2008447601, 'access_hash': -4123385621073238146, 'name': 'жаба UwU'}   Не корректное имя user
{'username': 'GroupWeddingBot', 'id': 2010081744, 'access_hash': 4354296167320515731, 'name': 'Keks | Чат менеджер🧁'}   Требуются права администратора.
{'username': 'GroupAnonymousBot', 'id': 1087968824, 'access_hash': 8869698695152469302, 'name': 'Group'}   Вы не можете добавить бота в группу.
{'username': 'water_7565', 'id': 2013482579, 'access_hash': 4740613087943461091, 'name': 'shakh.😌'}   Не корректное имя user
{'username': 'Bohdana_epta', 'id': 2031475145, 'access_hash': -7072728102407988569, 'name': 'Данчік'}   Не корректное имя user
{'username': 'Sashachex', 'id': 2054103500, 'access_hash': -5499851323480493851, 'name': 'Саша'}   Не корректное имя user
{'username': 'Digidon32254', 'id': 2057680210, 'access_hash': 7711331260800264442, 'name': 'Защитник границы'}   Не корректное имя user
{'username': 'loxxxxxxxx26', 'id': 2064346251, 'access_hash': 379746778740299234, 'name': 'сережа'}   Не корректное имя user
{'username': '', 'id': 2074537850, 'access_hash': 1741480444883244141, 'name': 'Sss'}   Не корректное имя user
{'username': '', 'id': 2080632852, 'access_hash': -6899221957642832152, 'name': 'm.k.'}   Не корректное имя user
{'username': 'nybika4', 'id': 2130822315, 'access_hash': 433529911791537687, 'name': 'Nybik A4'}   Не корректное имя user
{'username': 'tyno_ia', 'id': 5024782338, 'access_hash': -7524850237979254696, 'name': 'Egor Teramov'}   Не корректное имя user
{'username': '', 'id': 5028217792, 'access_hash': 5649888084328661858, 'name': 'Софія🕷>>'}   Не корректное имя user
{'username': '', 'id': 5038105922, 'access_hash': -4030018155279332063, 'name': 'Игорь'}   Не корректное имя user
{'username': 'nikita00790789', 'id': 5044826783, 'access_hash': 3325778967797069428, 'name': 'Никита'}   Не корректное имя user
{'username': '', 'id': 5067294427, 'access_hash': -7028167454663020051, 'name': 'Фасс'}   Не корректное имя user
{'username': '', 'id': 5132920901, 'access_hash': 3281191417132436285, 'name': 'Софія'}   Не корректное имя user
{'username': '', 'id': 5161865066, 'access_hash': 7981850688740619375, 'name': 'Максим Шнягов', 'user_phone': '18452777969', 'online_at': '2022-06-06 12:18:47+00:00', 'photos_id': 5149927442062879154, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': 'combot', 'id': 210944655, 'access_hash': -2297066174046543485, 'name': 'Combot', 'user_phone': '', 'online_at': '', 'photos_id': 906000394947241900, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': 'nvvova', 'id': 281703195, 'access_hash': -5049675286507561675, 'name': 'Vladimir Nemtsev 耐特', 'user_phone': '', 'online_at': '', 'photos_id': 1209906010159949739, 'target_groups': 'https://t.me/BinanceRussian'}   Превышен лимит у user каналов / супергрупп.
{'username': '', 'id': 5161865066, 'access_hash': 7981850688740619375, 'name': 'Максим Шнягов', 'user_phone': '18452777969', 'online_at': '2022-06-06 12:18:47+00:00', 'photos_id': 5149927442062879154, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': 'combot', 'id': 210944655, 'access_hash': -2297066174046543485, 'name': 'Combot', 'user_phone': '', 'online_at': '', 'photos_id': 906000394947241900, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': '', 'id': 5161865066, 'access_hash': 7981850688740619375, 'name': 'Максим Шнягов', 'user_phone': '18452777969', 'online_at': '2022-06-06 12:18:47+00:00', 'photos_id': 5149927442062879154, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': 'combot', 'id': 210944655, 'access_hash': -2297066174046543485, 'name': 'Combot', 'user_phone': '', 'online_at': '', 'photos_id': 906000394947241900, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': '', 'id': 5161865066, 'access_hash': 7981850688740619375, 'name': 'Максим Шнягов', 'user_phone': '18452777969', 'online_at': '2022-06-06 12:18:47+00:00', 'photos_id': 5149927442062879154, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': 'combot', 'id': 210944655, 'access_hash': -2297066174046543485, 'name': 'Combot', 'user_phone': '', 'online_at': '', 'photos_id': 906000394947241900, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': '', 'id': 5161865066, 'access_hash': 7981850688740619375, 'name': 'Максим Шнягов', 'user_phone': '18452777969', 'online_at': '2022-06-06 12:18:47+00:00', 'photos_id': 5149927442062879154, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': 'combot', 'id': 210944655, 'access_hash': -2297066174046543485, 'name': 'Combot', 'user_phone': '', 'online_at': '', 'photos_id': 906000394947241900, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': '', 'id': 5161865066, 'access_hash': 7981850688740619375, 'name': 'Максим Шнягов', 'user_phone': '18452777969', 'online_at': '2022-06-06 12:18:47+00:00', 'photos_id': 5149927442062879154, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': 'combot', 'id': 210944655, 'access_hash': -2297066174046543485, 'name': 'Combot', 'user_phone': '', 'online_at': '', 'photos_id': 906000394947241900, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': '', 'id': 5161865066, 'access_hash': 7981850688740619375, 'name': 'Максим Шнягов', 'user_phone': '18452777969', 'online_at': '2022-06-06 12:18:47+00:00', 'photos_id': 5149927442062879154, 'target_groups': 'https://t.me/BinanceRussian'}   Не корректное имя user
{'username': 'combot', 'id': 210944655, 'access_hash': -2297066174046543485, 'name': 'Combot', 'user_phone': '', 'online_at': '', 'photos_id': 906000394947241900, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': 'Stas_Zaytsev', 'id': 642794050, 'access_hash': -340555776796042471, 'name': 'Stanislav Zaitcev', 'user_phone': '', 'online_at': '2022-06-08 07:07:58+00:00', 'photos_id': '', 'target_groups': 'https://t.me/BinanceRussian'}
{'username': 'makarov_video', 'id': 224521775, 'access_hash': -7837647822627403891, 'name': 'Вячеслав Макаров', 'user_phone': '', 'online_at': '', 'photos_id': 964313681321109444, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': 'dimonchik120', 'id': 5068952395, 'access_hash': -557677622901392201, 'name': 'Дмитрий Громов', 'user_phone': '', 'online_at': '', 'photos_id': 5429268842229644109, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': 'leocelestial', 'id': 5543673266, 'access_hash': 5577703421605209698, 'name': 'Лео Неземной', 'user_phone': '', 'online_at': '2022-06-08 07:07:23+00:00', 'photos_id': 6114056499463565711, 'target_groups': 'https://t.me/BinanceRussian'}
{'username': '', 'id': 5425860108, 'access_hash': 2502573843404945293, 'name': 'VI Zao', 'user_phone': '', 'online_at': '2022-06-08 07:07:42+00:00', 'photos_id': '', 'target_groups': 'https://t.me/BinanceRussian'}   Не корректное имя user
{'username': 'Rombor57', 'id': 944789806, 'access_hash': -1265518860322339188, 'name': 'Роман Сабовский', 'user_phone': '', 'online_at': '', 'photos_id': 4057841318820423593, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'ludaroom', 'id': 1176418735, 'access_hash': 8091144987948443048, 'name': 'Моника', 'user_phone': '', 'online_at': '', 'photos_id': 5467535098166492101, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Ekaterinahelp', 'id': 1683231073, 'access_hash': -4610346517578153623, 'name': 'Екатерина', 'user_phone': '', 'online_at': '', 'photos_id': 5240075498481105619, 'target_groups': 'https://t.me/psyhelp_on'}   Превышен лимит у user каналов / супергрупп.
{'username': 'sorokinmk', 'id': 405849352, 'access_hash': -1354889339425598561, 'name': 'Михаил Сорокин', 'user_phone': '', 'online_at': '', 'photos_id': 1743109694399031211, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'as_lembik', 'id': 379203312, 'access_hash': 4440089658882849804, 'name': 'Alexander Lembik', 'user_phone': '', 'online_at': '2022-06-11 11:58:45+00:00', 'photos_id': 1628665824031123371, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'olga_psichohelp', 'id': 1163411004, 'access_hash': -7538318131458337962, 'name': 'Ольга', 'user_phone': '', 'online_at': '', 'photos_id': 5269464941780383920, 'target_groups': 'https://t.me/psyhelp_on'}   Превышен лимит у user каналов / супергрупп.
{'username': 'Vitalyi_nov', 'id': 836935147, 'access_hash': -1022775275289525186, 'name': 'Виталий', 'user_phone': '', 'online_at': '2022-06-11 14:57:34+00:00', 'photos_id': 3594609085694191531, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'artem_info', 'id': 1863296532, 'access_hash': 6273549184330611197, 'name': 'Артём', 'user_phone': '', 'online_at': '', 'photos_id': '', 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Llinaa', 'id': 647440759, 'access_hash': -4442290512022413024, 'name': 'Alina *-*', 'user_phone': '', 'online_at': '', 'photos_id': 2780736886458656690, 'target_groups': 'https://t.me/psyhelp_on'}   Превышен лимит у user каналов / супергрупп.
{'username': 'Natalko14', 'id': 991772700, 'access_hash': 3730821319407177625, 'name': 'Natali', 'user_phone': '', 'online_at': '2022-06-11 13:51:14+00:00', 'photos_id': '', 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'zgabashop', 'id': 468226773, 'access_hash': 7796138846498953368, 'name': 'Екатерина', 'user_phone': '', 'online_at': '2022-06-11 14:24:49+00:00', 'photos_id': '', 'target_groups': 'https://t.me/psyhelp_on'}   Превышен лимит у user каналов / супергрупп.
{'username': 'Ivan_Volgusnov', 'id': 451960527, 'access_hash': -1739209590460886713, 'name': 'Иван', 'user_phone': '79828046207', 'online_at': '', 'photos_id': 1941155683004164009, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Ayana_84', 'id': 929659544, 'access_hash': -2884078039111543705, 'name': 'Аяна', 'user_phone': '', 'online_at': '2022-06-11 14:42:38+00:00', 'photos_id': 3992857338350512042, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Fariz222', 'id': 1427996887, 'access_hash': 7847527538843991884, 'name': 'Fari', 'user_phone': '', 'online_at': '2022-06-11 14:56:56+00:00', 'photos_id': 5404778152728836973, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Phsycheya', 'id': 1190746119, 'access_hash': -1916314032548784544, 'name': 'Annete', 'user_phone': '', 'online_at': '2022-06-11 11:04:27+00:00', 'photos_id': 5289489934740205105, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'lady_larena', 'id': 292587107, 'access_hash': 6134121018030084673, 'name': 'Larisa Ugraitskaya', 'user_phone': '', 'online_at': '', 'photos_id': 1256652056252491697, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'churiukinaES', 'id': 357275548, 'access_hash': 9056039834516630618, 'name': 'Елена', 'user_phone': '', 'online_at': '', 'photos_id': 1534486794776717236, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'alex_kilogramm', 'id': 511787627, 'access_hash': 8061622583273166145, 'name': 'Алекс НиНо', 'user_phone': '', 'online_at': '', 'photos_id': '', 'target_groups': 'https://t.me/psyhelp_on'}   Превышен лимит у user каналов / супергрупп.
{'username': 'inessauglova', 'id': 1415669483, 'access_hash': 907030121079494107, 'name': 'Инесса Углова', 'user_phone': '', 'online_at': '2022-06-11 14:27:23+00:00', 'photos_id': 5190691560784771415, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'lara_psyholog', 'id': 362093133, 'access_hash': 2322357766382461767, 'name': 'ЛАРИСА ЛЯХОВА ПСИХОЛОГ', 'user_phone': '', 'online_at': '2022-06-11 11:33:45+00:00', 'photos_id': 1555178164797417387, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'ARLEKINUFA', 'id': 1603949668, 'access_hash': -5383896513752296954, 'name': 'Вадим ~ НЕОБЫЧНЫЙ ПСИХОЛОГ', 'user_phone': '', 'online_at': '2022-06-11 14:38:04+00:00', 'photos_id': 5415645738542675918, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Random434', 'id': 421366232, 'access_hash': -2623870120214616771, 'name': 'Ярослав Калинченко', 'user_phone': '79213182772', 'online_at': '', 'photos_id': 1809754186534987690, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'bmwenok', 'id': 795789915, 'access_hash': -3935501432487222319, 'name': 'Марина', 'user_phone': '', 'online_at': '2022-06-11 14:08:12+00:00', 'photos_id': 3417891659867858860, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'olekminsk_reklama', 'id': 1002741453, 'access_hash': -7404533598151465455, 'name': 'РЕКЛАМА ОЛЕКМИНСК ЯКУТСК АЛДАН', 'user_phone': '', 'online_at': '2022-06-11 12:27:17+00:00', 'photos_id': 4306741747434760106, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'dmitry_psychologist', 'id': 1983560564, 'access_hash': 1875789302574387654, 'name': 'Dmitry Bezuglov (psy)', 'user_phone': '', 'online_at': '2022-06-11 13:59:19+00:00', 'photos_id': 5280536237893072748, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'angitulayeva', 'id': 5339188287, 'access_hash': 8969966267578964545, 'name': 'Ангелина Тулаева', 'user_phone': '', 'online_at': '2022-06-11 04:05:27+00:00', 'photos_id': 5474415923537494275, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'Alisa0asilA', 'id': 308900198, 'access_hash': -7393173377825260753, 'name': '️Алиса', 'user_phone': '', 'online_at': '2022-06-10 17:26:41+00:00', 'photos_id': 1326716248594163631, 'target_groups': 'https://t.me/psyhelp_on'}
{'username': 'mini_pugovka', 'id': 475194344, 'access_hash': -7968525491959810152, 'name': 'Катя', 'user_phone': '66945809092', 'online_at': '2022-06-11 14:38:14+00:00', 'photos_id': 2040944167180412842, 'target_groups': 'https://t.me/psyhelp_on'}
